name,description,category,muscle,equipment,difficulty,rating,rating_description,image_url,primary_muscle,muscle_region,secondary_images
30 landmine twist,"The landmine twist is a rotational abdominal movement performed utilizing an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. It targets the deep muscles of the core, including both the obliques and the transversus abdominus. It can be done fast or slow, for time or reps, either in traditional muscle-focused rep ranges such as 8-12 reps per side.",strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
30 legs barbell back squat,No description available,strength,legs,Barbell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
30 legs barbell front squat,No description available,strength,legs,Barbell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
30 legs dumbbell goblet squat,No description available,strength,legs,Dumbbell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
30 legs dumbbell squat,No description available,strength,legs,Dumbbell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
30 legs dumbbell stiff-legged deadlift,No description available,strength,legs,Dumbbell,Intermediate,5.9,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,"legs_hamstrings, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
30 legs feet-high leg press,No description available,strength,legs,Machine,Intermediate,5.9,,,full_muscle,"full_muscle, glute_maximus, legs_quads","['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg', 'https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg']"
30 legs glute-ham raise,No description available,strength,glutes,Machine,Intermediate,5.9,,,full_muscle,full_muscle,[]
30 legs hip thrust,No description available,strength,glutes,Bodyweight,Intermediate,5.9,,https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg,glute_maximus,glute_maximus,[]
30 legs leg extension,No description available,strength,legs,Machine,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,legs_quads,[]
30 legs leg press,No description available,strength,legs,Machine,Intermediate,5.9,,,full_muscle,"full_muscle, glute_maximus, legs_quads","['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg', 'https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg']"
30 legs leg press calf raise,No description available,strength,legs,Machine,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Calves.jpg?v=1601051316,calves_soleus,"calves_soleus, glute_maximus, legs_quads","['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg', 'https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg']"
30 legs lying leg curl,No description available,strength,legs,Machine,Intermediate,5.9,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,legs_hamstrings,[]
30 legs machine hack squat,No description available,strength,legs,Machine,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
30 legs seated calf raise,No description available,strength,calves,Machine,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Calves.jpg?v=1601051316,calves_soleus,calves_soleus,[]
30 legs seated leg curl,No description available,strength,legs,Machine,Intermediate,5.9,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,legs_hamstrings,[]
30 legs single-leg leg extension,No description available,strength,legs,Machine,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,legs_quads,[]
30 legs single-leg leg press,No description available,strength,legs,Machine,Intermediate,5.9,,,full_muscle,"full_muscle, glute_maximus, legs_quads","['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg', 'https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg']"
30 legs single-leg lying leg curl,No description available,strength,legs,Machine,Intermediate,5.9,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,legs_hamstrings,[]
30 legs smith machine split squat,No description available,strength,legs,Machine,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
30 legs smith machine squat,No description available,strength,legs,Machine,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
30 legs standing calf raise,No description available,strength,calves,Machine,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Calves.jpg?v=1601051316,calves_gastrocnemius,calves_gastrocnemius,[]
30 legs sumo deadlift,No description available,strength,legs,Barbell,Intermediate,5.9,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,"legs_hamstrings, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
30 legs walking lunge,No description available,strength,legs,Bodyweight,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
30 medicine ball slam,"The medicine ball slam is an explosive exercise for developing power, strength, and speed. Muscles worked include the abdominals, legs, triceps, shoulders, and lats. The slams are usually done in rapid succession to complete one set. It can also be a component of a power or athleticism-focused circuit workout.",strength,core,Medicine Ball,Intermediate,5.9,,,full_muscle,full_muscle,[]
30 seated twist with pvc pipe,The seated bar twist is a core exercise aiming to strengthen the obliques.,strength,core,Other,Intermediate,5.9,,,full_muscle,full_muscle,[]
30 shoulder tap,"The shoulder tap is an exercise targeting the abdominals and core. The basic stance matches the top of a push-up position. From there, one hand is raised to tap its opposing shoulder. A tap with each hand to each opposing shoulder equals one rep.",strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
30 shoulders alternating dumbbell front raise,No description available,strength,shoulders,Dumbbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
30 shoulders barbell shrug,No description available,strength,shoulders,Barbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
30 shoulders bent-over dumbbell reverse fly,No description available,strength,shoulders,Dumbbell,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,chest_pectorals_lower,"chest_pectorals_lower, shoulders_anterior, arms_triceps","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG', 'https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg']"
30 shoulders bent-over low cable reverse fly,No description available,strength,shoulders,Cable,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,chest_pectorals_lower,"chest_pectorals_lower, shoulders_anterior, arms_triceps","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG', 'https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg']"
30 shoulders cable rope face pull,No description available,strength,shoulders,Cable,Intermediate,5.9,,,full_muscle,full_muscle,[]
30 shoulders cable straight-bar front raise,No description available,strength,shoulders,Cable,Intermediate,5.9,,,full_muscle,full_muscle,[]
30 shoulders cable straight-bar upright row,No description available,strength,shoulders,Cable,Intermediate,5.9,,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,[]
30 shoulders dumbbell front raise,No description available,strength,shoulders,Dumbbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
30 shoulders dumbbell lateral raise,No description available,strength,shoulders,Dumbbell,Intermediate,5.9,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG,shoulders_lateral,shoulders_lateral,[]
30 shoulders dumbbell shrug,No description available,strength,shoulders,Dumbbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
30 shoulders ez-bar front raise,No description available,strength,shoulders,E-Z Curl Bar,Intermediate,5.9,,,full_muscle,full_muscle,[]
30 shoulders high cable reverse fly,No description available,strength,shoulders,Cable,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,chest_pectorals_upper,"chest_pectorals_upper, shoulders_anterior, arms_triceps","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG', 'https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg']"
30 shoulders incline face-down dumbbell reverse fly,No description available,strength,shoulders,Dumbbell,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,chest_pectorals_upper,"chest_pectorals_upper, shoulders_anterior, arms_triceps","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG', 'https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg']"
30 shoulders incline face-up straight-bar front raise,No description available,strength,shoulders,Barbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
30 shoulders leg press shoulder press,No description available,strength,shoulders,Machine,Intermediate,5.9,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG,shoulders_anterior,"shoulders_anterior, glute_maximus, legs_quads","['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg', 'https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg']"
30 shoulders machine shoulder press,No description available,strength,shoulders,Machine,Intermediate,5.9,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG,shoulders_anterior,shoulders_anterior,[]
30 shoulders neutral-grip arnold press,No description available,strength,shoulders,Dumbbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
30 shoulders pec-deck reverse fly,No description available,strength,shoulders,Machine,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,chest_pectorals_lower,"chest_pectorals_lower, shoulders_anterior, arms_triceps","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG', 'https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg']"
30 shoulders plate front raise,No description available,strength,shoulders,Other,Intermediate,5.9,,,full_muscle,full_muscle,[]
30 shoulders seated banded barbell shoulder press,No description available,strength,shoulders,Bands,Intermediate,5.9,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG,shoulders_anterior,shoulders_anterior,[]
30 shoulders seated dumbbell front raise,No description available,strength,shoulders,Dumbbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
30 shoulders seated dumbbell shoulder press,No description available,strength,shoulders,Barbell,Intermediate,5.9,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG,shoulders_anterior,shoulders_anterior,[]
30 shoulders seated dumbbell side raise,No description available,strength,shoulders,Dumbbell,Intermediate,5.9,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG,shoulders_lateral,shoulders_lateral,[]
30 shoulders single-arm bent-over cable reverse fly,No description available,strength,shoulders,Cable,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,chest_pectorals_lower,"chest_pectorals_lower, shoulders_anterior, arms_triceps","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG', 'https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg']"
30 shoulders single-arm cable front raise,No description available,strength,shoulders,Cable,Intermediate,5.9,,,full_muscle,full_muscle,[]
30 shoulders single-arm leaning cable lateral raise,No description available,strength,shoulders,Cable,Intermediate,5.9,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG,shoulders_lateral,shoulders_lateral,[]
30 shoulders smith machine behind-the-head press,No description available,strength,shoulders,Machine,Intermediate,5.9,,,full_muscle,full_muscle,[]
30 shoulders smith machine shoulder press,No description available,strength,shoulders,Machine,Intermediate,5.9,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG,shoulders_anterior,shoulders_anterior,[]
30 shoulders standing barbell press,No description available,strength,shoulders,Barbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
30 shoulders standing behind-the-head shoulder press,No description available,strength,shoulders,Barbell,Intermediate,5.9,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG,shoulders_anterior,shoulders_anterior,[]
